train_acc,train_loss,val_acc,val_loss
0.06176842105263158,4.1323576,0.1164,3.7276466
0.14273684210526316,3.5641055,0.16599999999999998,3.4141195
0.21381052631578948,3.1744213,0.23720000000000002,3.0384514
0.2752842105263158,2.8587031,0.3032,2.7842104
0.32658947368421054,2.5886705,0.34,2.5808663
0.37105263157894736,2.37325,0.36920000000000003,2.394859
0.40570526315789474,2.2138572,0.3784,2.331917
0.4325052631578948,2.082662,0.4171999999999999,2.185313
0.4580421052631579,1.9815993,0.43520000000000003,2.0802
0.4781473684210527,1.8903286,0.43799999999999994,2.0395167
0.49197894736842107,1.823227,0.4799999999999999,1.9492204
0.5114736842105263,1.7537664,0.45879999999999993,2.0169656
0.5197263157894736,1.7060971,0.4696,1.9552085
0.5377052631578948,1.6427442,0.4772,1.9906195
0.5446736842105262,1.6103978,0.48719999999999997,1.9125398
0.5560631578947368,1.5658257,0.4968,1.9265335
0.5663157894736842,1.5248278,0.5192,1.7939414
0.5776421052631578,1.4824368,0.5144,1.7798764
0.5825052631578946,1.4466689,0.5228,1.7430403
0.5926526315789473,1.4204042,0.5252,1.7476481
0.5956210526315789,1.3956006,0.5208,1.7659494
0.6057894736842105,1.3602701,0.5224,1.7938092
0.6117473684210526,1.3328136,0.5448000000000001,1.70883
0.6177052631578946,1.3067563,0.5248,1.8138466
0.6221263157894736,1.2906114,0.5576,1.6342654
0.6303157894736843,1.2635431,0.552,1.6643927
0.6322736842105264,1.2426635,0.5372,1.6718596
0.6402105263157896,1.2180955,0.5544,1.6543422
0.6478947368421053,1.1909302,0.5372,1.7313826
0.6501894736842105,1.1818287,0.5556,1.6669393
0.6587157894736841,1.1429305,0.56,1.6176093
0.6626105263157895,1.1348048,0.5708,1.6091117
0.6684631578947368,1.1085333,0.562,1.6849263
0.6738947368421053,1.0987232,0.5592000000000001,1.6561171
0.6767157894736842,1.0734515,0.5656,1.6650705
0.6799157894736843,1.0568959,0.5664,1.6872661
0.6877263157894736,1.0346031,0.57,1.64894
0.6892842105263158,1.0298471,0.5676,1.6443818
0.6971157894736842,1.0078212,0.5820000000000001,1.6238414
0.7020631578947367,0.9909502,0.5744,1.6352838
0.7038736842105264,0.9768163,0.5604,1.7565961
0.7090105263157894,0.9584137,0.5724,1.7723166
0.7110736842105263,0.94786286,0.574,1.6554157
0.7163578947368421,0.92590386,0.58,1.6407703
0.7203789473684211,0.91547763,0.5864,1.6345084
0.7252631578947368,0.89748704,0.584,1.6464221
0.7282526315789473,0.8847036,0.5788,1.6679181
0.7366526315789473,0.8627067,0.5920000000000001,1.6128355
0.7387368421052631,0.85230416,0.5692,1.6841302
0.7399157894736842,0.8435058,0.5783999999999999,1.6647446
0.7445052631578947,0.83066785,0.5916,1.6584324
0.7512421052631579,0.80415076,0.5871999999999999,1.6917512
0.7529052631578947,0.79449743,0.584,1.7141184
0.7561894736842104,0.78695047,0.5864,1.6337312
0.7585473684210526,0.7718737,0.598,1.7039412
0.7621052631578947,0.7606284,0.5900000000000001,1.70309
0.7668842105263158,0.75167954,0.5892000000000001,1.6878042
0.7689894736842104,0.73278946,0.5952,1.69405
0.7734736842105263,0.7260281,0.59,1.7282455
0.7763368421052631,0.7085171,0.5820000000000001,1.7574942
0.7818736842105263,0.69854325,0.5920000000000001,1.7205343
0.7829684210526318,0.6846562,0.5908,1.697343
0.7852210526315789,0.678778,0.5932,1.7377195
0.7908421052631579,0.6611409,0.5923999999999999,1.7340798
0.7947368421052632,0.6485552,0.6004,1.7576832
0.7958315789473683,0.64213365,0.604,1.7387563
0.7999157894736842,0.6262193,0.6004,1.7510283
0.8033684210526315,0.6220572,0.6015999999999999,1.7606442
0.8017473684210528,0.61127365,0.6004,1.8046364
0.8069263157894738,0.60469973,0.6,1.7615883
0.8140210526315789,0.5846412,0.6004,1.8004526
0.8158736842105263,0.57862014,0.606,1.7737371
0.8182526315789475,0.56824857,0.6084,1.7659758
0.8194105263157895,0.56329036,0.5984,1.8098326
0.8213473684210526,0.55569625,0.6108,1.7995747
0.8229473684210525,0.5480329,0.6056,1.7977775
0.8261052631578947,0.5429087,0.6012,1.8441681
0.8297684210526316,0.5324669,0.6055999999999999,1.8305973
0.8315157894736843,0.52629596,0.6024,1.8327364
0.8313263157894737,0.5182637,0.5980000000000001,1.8674833
0.8329263157894736,0.51520705,0.6088,1.8472093
0.8353473684210525,0.50856394,0.6055999999999999,1.8701307
0.8384631578947368,0.4988601,0.6127999999999999,1.8521206
0.8411368421052631,0.49182463,0.5995999999999999,1.8555173
0.8421052631578947,0.49008024,0.6048,1.8653026
0.8423368421052632,0.48422062,0.6084,1.8800783
0.8457684210526316,0.4815419,0.6064,1.8777585
0.8463578947368422,0.47805735,0.5992000000000001,1.892781
0.8495789473684211,0.4698079,0.6092000000000001,1.888983
0.8494947368421052,0.4672177,0.608,1.8942746
0.8505263157894737,0.4642279,0.6067999999999999,1.902267
0.8505894736842105,0.46636337,0.6068,1.8948499
0.8482105263157894,0.46772084,0.6056,1.9163705
0.8525894736842106,0.46029058,0.6043999999999999,1.8980725
0.853178947368421,0.45778784,0.6052000000000001,1.9064466
0.8528631578947369,0.45781842,0.6044,1.879617
0.8522526315789473,0.45864248,0.6052,1.9030428
0.8546526315789473,0.4545838,0.6048,1.9084817
0.8528210526315789,0.45435253,0.6048,1.9082016
0.8510947368421052,0.46029773,0.6036,1.9025842
