train_acc,train_loss,val_acc,val_loss
0.029452631578947373,4.388365,0.034800000000000005,4.306614
0.05183157894736843,4.1094675,0.062,4.0206013
0.0661684210526316,3.9824326,0.07400000000000001,3.9556243
0.08242105263157896,3.894451,0.07640000000000001,3.9775693
0.09658947368421054,3.8111923,0.10200000000000001,3.7987711
0.10957894736842107,3.7400997,0.1088,3.665434
0.12094736842105264,3.6613224,0.1228,3.6559324
0.13797894736842106,3.581087,0.14120000000000002,3.6023722
0.15317894736842103,3.492575,0.16399999999999998,3.4452593
0.16692631578947367,3.4182103,0.15760000000000002,3.4607356
0.17726315789473682,3.3580093,0.16720000000000002,3.4051733
0.18957894736842107,3.2895555,0.1948,3.2331667
0.20105263157894737,3.2361114,0.198,3.226505
0.20789473684210527,3.1722107,0.1796,3.2985368
0.21846315789473686,3.1145685,0.19479999999999997,3.2328005
0.23086315789473685,3.0529609,0.2336,3.0822082
0.24018947368421054,2.995838,0.22799999999999998,3.0354671
0.25332631578947373,2.926618,0.26160000000000005,2.9219618
0.26690526315789476,2.8693821,0.2536,2.934662
0.27359999999999995,2.8252027,0.26520000000000005,2.8372672
0.2872842105263158,2.7643218,0.278,2.7579813
0.29551578947368423,2.715973,0.2852,2.784926
0.30682105263157894,2.6748028,0.28400000000000003,2.814024
0.31564210526315784,2.6260793,0.2848,2.748727
0.324821052631579,2.5820675,0.3064,2.6867895
0.3325894736842105,2.539944,0.33240000000000003,2.6050003
0.33949473684210524,2.5116868,0.3292,2.56797
0.34966315789473684,2.4652658,0.33320000000000005,2.5525866
0.3557684210526316,2.4311216,0.32439999999999997,2.5899255
0.36031578947368426,2.4044435,0.3372,2.550892
0.369221052631579,2.3729308,0.3332,2.5107183
0.374821052631579,2.3430002,0.34120000000000006,2.4453306
0.37938947368421055,2.3169634,0.3444,2.4661605
0.3856631578947368,2.285185,0.364,2.4125733
0.39130526315789477,2.2594337,0.36599999999999994,2.449272
0.3966526315789474,2.2396739,0.3636,2.4258502
0.40557894736842104,2.2128475,0.36519999999999997,2.373197
0.4088210526315789,2.1891193,0.3707999999999999,2.3708258
0.413621052631579,2.166175,0.38799999999999996,2.3235838
0.41480000000000006,2.153034,0.3808,2.3034565
0.4234526315789474,2.1266768,0.38439999999999996,2.3571274
0.42713684210526315,2.1028705,0.39919999999999994,2.2645316
0.43033684210526313,2.090212,0.3884,2.3023908
0.4362105263157895,2.069656,0.3896,2.224507
0.4388631578947368,2.0491416,0.39,2.2405272
0.444021052631579,2.0335324,0.41120000000000007,2.1969976
0.45046315789473684,2.0093758,0.4,2.2034955
0.4516842105263158,1.9922191,0.4108,2.1725733
0.45431578947368423,1.982262,0.41239999999999993,2.1878898
0.4600842105263158,1.9679102,0.43400000000000005,2.135911
0.4598947368421053,1.956098,0.43040000000000006,2.1248577
0.46903157894736847,1.9329543,0.4088000000000001,2.2073975
0.4674736842105263,1.9237418,0.4132,2.1645882
0.4727578947368421,1.9005414,0.418,2.169013
0.47667368421052636,1.8851036,0.43639999999999995,2.1185067
0.4782105263157895,1.8803428,0.42719999999999997,2.1346073
0.48353684210526315,1.8598435,0.4388,2.0884657
0.4848,1.8525606,0.4396,2.0794342
0.4906315789473684,1.8327802,0.43040000000000006,2.1449723
0.4942315789473684,1.8176568,0.4404,2.1119692
0.4956421052631579,1.8102151,0.4412,2.061085
0.49774736842105266,1.7963998,0.44,2.0612528
0.5014315789473683,1.781448,0.43200000000000005,2.1154966
0.5038526315789473,1.7764273,0.44800000000000006,2.0462663
0.5058526315789474,1.7541425,0.43920000000000003,2.0849755
0.5095157894736841,1.7475722,0.4576,2.0203698
0.5135157894736843,1.7349393,0.44959999999999994,2.043843
0.5122315789473684,1.7328742,0.44839999999999997,2.0553358
0.5153894736842105,1.7187101,0.46519999999999995,1.9999584
0.5197263157894737,1.7046394,0.46,2.0314937
0.5210105263157895,1.7025295,0.45519999999999994,2.0202982
0.5245473684210527,1.6850755,0.4584,2.003239
0.5251157894736842,1.6790059,0.46880000000000005,1.9893113
0.5249473684210527,1.6694267,0.46520000000000006,2.0127077
0.5332631578947369,1.6574366,0.46399999999999997,1.9982543
0.5327999999999999,1.6542192,0.46519999999999995,1.9675626
0.5349263157894737,1.6434228,0.46519999999999995,1.9966544
0.5381263157894737,1.638697,0.4692,1.9871135
0.5372210526315789,1.6299559,0.46519999999999995,1.991092
0.5399157894736842,1.6284868,0.474,1.977435
0.5395368421052631,1.6219478,0.4663999999999999,1.9800512
0.5429052631578948,1.6153046,0.472,1.9720092
0.5447578947368421,1.6036642,0.47519999999999996,1.9823477
0.5459578947368421,1.6007116,0.46920000000000006,1.9672151
0.5461894736842106,1.5949136,0.46799999999999997,1.9616251
0.5486315789473684,1.5887892,0.46679999999999994,1.9787384
0.5509894736842105,1.5840515,0.47080000000000005,1.9667212
0.5503368421052631,1.5877099,0.46399999999999997,1.9654957
0.5541473684210526,1.5703686,0.47200000000000003,1.9747242
0.5555157894736842,1.5726067,0.47,1.9739505
0.5539368421052632,1.575923,0.474,1.9637216
0.5547368421052632,1.5695866,0.4708,1.964711
0.5549473684210526,1.5692667,0.4704,1.9723026
0.5550105263157895,1.5689105,0.4772,1.9631342
0.5562526315789474,1.5620891,0.47120000000000006,1.9701871
0.5572842105263158,1.5593629,0.46959999999999996,1.9621155
0.5564631578947369,1.5626149,0.47240000000000004,1.956929
0.5576,1.5538197,0.46760000000000007,1.9681386
0.5582105263157894,1.5536313,0.4664,1.9705243
0.5574736842105265,1.5553445,0.4728,1.9597548
